START ITHAKI GPS TRACKING
$GPGGA,103635.000,4037.6495,N,02257.5372,E,1,09,1.1,42.4,M,36.1,M,,0000*6E
$GPGGA,103636.000,4037.6492,N,02257.5364,E,1,09,1.1,42.6,M,36.1,M,,0000*6F
$GPGGA,103637.000,4037.6489,N,02257.5353,E,1,09,1.1,42.5,M,36.1,M,,0000*63
$GPGGA,103638.000,4037.6486,N,02257.5340,E,1,09,1.1,42.2,M,36.1,M,,0000*66
$GPGGA,103639.000,4037.6484,N,02257.5329,E,1,09,1.1,42.2,M,36.1,M,,0000*6A
$GPGGA,103640.000,4037.6483,N,02257.5320,E,1,09,1.1,42.4,M,36.1,M,,0000*6C
$GPGGA,103641.000,4037.6482,N,02257.5316,E,1,09,1.1,42.4,M,36.1,M,,0000*69
$GPGGA,103642.000,4037.6482,N,02257.5316,E,1,09,1.1,42.4,M,36.1,M,,0000*6A
$GPGGA,103643.000,4037.6482,N,02257.5316,E,1,09,1.1,42.4,M,36.1,M,,0000*6B
$GPGGA,103644.000,4037.6482,N,02257.5316,E,1,09,1.1,42.4,M,36.1,M,,0000*6C
$GPGGA,103645.000,4037.6482,N,02257.5316,E,1,09,1.1,42.4,M,36.1,M,,0000*6D
$GPGGA,103646.000,4037.6482,N,02257.5316,E,1,09,1.1,42.4,M,36.1,M,,0000*6E
$GPGGA,103647.000,4037.6482,N,02257.5316,E,1,09,1.1,42.4,M,36.1,M,,0000*6F
$GPGGA,103648.000,4037.6482,N,02257.5316,E,1,09,1.1,42.4,M,36.1,M,,0000*60
$GPGGA,103649.000,4037.6482,N,02257.5314,E,1,09,1.1,42.2,M,36.1,M,,0000*65
$GPGGA,103650.000,4037.6482,N,02257.5310,E,1,09,1.1,42.1,M,36.1,M,,0000*6A
$GPGGA,103651.000,4037.6482,N,02257.5301,E,1,09,1.1,42.1,M,36.1,M,,0000*6B
$GPGGA,103652.000,4037.6485,N,02257.5286,E,1,09,1.1,42.0,M,36.1,M,,0000*60
STOP ITHAKI GPS TRACKING
